LedgerID;LedgerName;VendorID;DUNS;LocalBusinessNumber;VATNumber;CompanyName;Address1;Address2;Town;County/State/Province;PostCode;Telephone;Fax;Country;LegalCode;LegalFormPM;OutOfBusinessIndicator;StartYear;PrimarySICCode;HeadQuarterDuns;DomesticUltimateDuns;DomesticUltimateCountry;DomesticUltimateCompanyName;GlobalUltimateDuns;GlobalUltimateCountry;GlobalUltimateCompanyName;CompanyEmployees;NetSales;NetWorth;TotalAssets;CurrentAssets;CurrentLiabilities;FinancialStrength;RiskRating;PMFailureAssignedScore;DBFailureScoreCurrent;DBFailureScore3Month;DBFailureScore6Month;DBFailureScore9Month;DBFailureScore12Month;CReditLimit;OriginalOverrideCode;DBDelinquencyScore;PaymentScore;DBCurrency
116565;NO COD;1011944;438708845;MI2501852;10057350968;STURNIS365 SRL;VIA CALDERA 21;;MILANO;MILANO;20153;;;IT;1867;Private Limited Company;;2017;7372;438708845;563620462;IT;TECHEDGE SPA;563620462;IT;TECHEDGE SPA;4;1199054.00;771637.00;2906278.00;1332707.00;2115500.00;A  ;3;40;40;40;40;10;10;28000.00;;47;;EUR
116565;NO COD;18078;428653968;BG142207;228060166;TELMOTOR SPA;VIA PER ZANICA 91;;BERGAMO;BERGAMO;24126;35325111;35319825;IT;1868;Public Company;;1972;5063;428653968;428653968;IT;TELMOTOR SPA;428653968;IT;TELMOTOR SPA;318;131199431.00;73829300.00;113352817.00;96153693.00;31078979.00;5A ;1;98;98;98;98;98;96;18000000.00;;93;73;EUR
116565;NO COD;1007649;430980290;BS471215;2698800980;TPI SRL;VIA ALDO MORO 5;;BRESCIA;BRESCIA;25124;;;IT;1867;Private Limited Company;;2005;7389;430980290;;;;;;;1;288135.00;339812.00;400860.00;383450.00;36048.00;B  ;1;98;98;98;98;98;97;12000.00;;89;80;EUR
116565;NO COD;119142;443523790;MI1374315;3075360101;TRUMPF SRL;VIA DEL COMMERCIO 6;;BUCCINASCO;MILANO;20090;2484891;248489500;IT;1867;Private Limited Company;;1989;5084;443523790;443523790;IT;TRUMPF SRL;315737650;DE;TRUMPF GmbH + Co. KG;105;121641717.00;31170898.00;57718527.00;52235289.00;23363437.00;4A ;1;99;99;99;99;99;99;13000000.00;;81;67;EUR
116565;NO COD;20014;436812168;BS73404;884000175;VIGILANZA GROUP SCARL;VIA FURA 14;;BRESCIA;BRESCIA;25125;862441245;303540172;IT;1998;Other;;1946;7381;436812168;436812168;IT;VIGILANZA GROUP SCARL;436812168;IT;VIGILANZA GROUP SCARL;313;18165919.00;14223205.00;17875150.00;8386231.00;3253708.00;3A ;1;100;100;100;100;100;100;140000.00;;83;76;EUR
116565;NO COD;1004188;447026720;BG314696;2682500166;WEBRESULTS SRL;VIA PIAVE 41/43;;TREVIOLO;BERGAMO;24048;356226200;356221055;IT;1867;Private Limited Company;;1999;8742;447026720;440991075;IT;CENTURION NEWCO SPA;372053474;LU;Centurion Topco S.à r.l.;235;15432833.00;3205708.00;12126329.00;10982790.00;6811009.00;2A ;1;99;99;96;99;100;100;39000.00;;91;67;EUR
116565;NO COD;1010485;339490726;BG407968;3783200169;WELCOME SRL;VIA QUINTO ALPINI 6/A;;BERGAMO;BERGAMO;24124;3519910770;3519910638;IT;1867;Private Limited Company;;2011;7311;339490726;339490726;IT;WELCOME SRL;339490726;IT;WELCOME SRL;24;2983634.00;444312.00;1871778.00;1371094.00;1093575.00;B  ;1;99;99;99;99;99;99;2200.00;;100;80;EUR
116565;NO COD;1011184;387806982;LO1454326;3901650964;ZETA SERVICE SRL;VIALE ORTLES 54/A;;MILANO;MILANO;20139;2842631;2842631;IT;1867;Private Limited Company;;2003;7374;387806982;437743428;IT;SILVIA BOLZONI & FAMILY SS;437743428;IT;SILVIA BOLZONI & FAMILY SS;160;16714770.00;4487601.00;12228339.00;10266049.00;6077049.00;2A ;1;100;100;100;100;100;100;830000.00;;67;80;EUR
116566;PK;1008471;895839442;VA274493;2648550123;B G DI BERGOMI GIUSEPPE;VIA MAZZINI 60;;UBOLDO;VARESE;21040;296788858;296788858;IT;6150;Proprietorship;;2001;2441;895839442;;;;;;;7;;;;;;C  ;2;73;73;83;83;83;83;98000.00;;81;79;EUR
116566;PK;1003912;429985185;MB1765687;4675390969;FLEXA SAS DI BERETTA MONICA & C.;VIA DELLA PACE 11;;CARNATE;MONZA E BRIANZA;20866;39670745;396076837;IT;1869;Partnership;;2005;5169;429985185;;;;;;;3;;;;;;B  ;3;20;20;21;13;13;13;45000.00;;29;;EUR
116566;PK;1004895;439541665;MI1342032;2867900967;L.N.A. SRL;VIA PELIZZA DA VOLPEDO 39;;CINISELLO BALSAMO;MILANO;20092;266041414;266041479;IT;1867;Private Limited Company;;1990;3069;439541665;439541665;IT;L.N.A. SRL;439541665;IT;L.N.A. SRL;14;3808818.00;2572659.00;6928585.00;3707602.00;2412372.00;2A ;3;19;19;19;19;17;17;75000.00;;68;62;EUR
116566;PK;1007812;435219092;MI1107530;6613690152;LA CARTOMECCANICA IMBALLAGGI SRL;VIA EUROPA 23;;LOCATE DI TRIULZI;MILANO;20085;290731127;29079685;IT;1867;Private Limited Company;;1982;2675;435219092;435219092;IT;LA CARTOMECCANICA IMBALLAGGI SRL;219866678;GB;LOCK-UP INVESTMENTS LIMITED;8;1308269.00;603903.00;1106632.00;822519.00;306012.00;A  ;1;92;92;92;25;25;25;73000.00;;93;80;EUR
116566;PK;1001052;435636873;BS289531;677160988;PELIZZARI LUIGI SRL;VIA VENETO 202;;VILLA CARCINA;BRESCIA;25069;308982965;;IT;1867;Private Limited Company;;1985;5199;435636873;;;;;;;8;3798290.00;1796158.00;3267077.00;2823544.00;1029609.00;1A ;1;97;97;97;97;94;94;430000.00;;100;80;EUR
